executions,shape,example
437,"WITH cte AS (SELECT r.referralid, r.leadid, l.hmcprospectid, hmcr.hmcrequestid, l.externalidentifier AS ygl_lead_id, billingtypeid, referralstatustypeid, referredon, CASE WHEN NOT hmcl.hottransferred IS NULL THEN ? ELSE ? END AS ht, r.createdon, returnapproved, r.hmcleadid, orderid, hcc.amount, CASE WHEN r.orderid = ? THEN ? WHEN r.billingtypeid = ? THEN ? ELSE hcc.amount END AS referralrevenue, ROW_NUMBER() OVER (PARTITION BY r.referralid ORDER BY r.createdon) AS rn FROM prod_homecare_actransactional_homecare.referral AS r LEFT JOIN prod_homecare_actransactional_homecare.lead AS l ON r.leadid ...","select `ReferralID`, `LeadID`, `HMCProspectID`, `HMCRequestID`, `YGL_Lead_ID`, `BillingTypeID`, `ReferralStatusTypeID`, `ReferredOn`, `HT`, `CreatedOn`, `ReturnApproved`, `HMCLeadID`, `OrderID`, `Amount`, `ReferralRevenue`, `rn` from ( WITH CTE AS ( SELECT r.ReferralID ,r.LeadID ,l.HMCProspectID ,hm ..."
436,"WITH cte AS (SELECT DISTINCT ci.providerid, ci.companyid, ci.companyname, ci.accountid, a.accountname, CASE WHEN a.accountid = ? THEN ? ELSE ? END AS contracttype, lo.leadorderid, lo.monthlymax AS accountmonthlymax, osr.orderstatus, a.orderstatus AS ordercode, osr.orderstatuscause, osr.orderstatusid FROM prod_homecare_insite_directory.companyinfo AS ci LEFT JOIN prod_homecare_insite_directory.account AS a ON ci.accountid = a.accountid LEFT JOIN prod_homecare_insite_dbo.orderstatusreference AS osr ON a.orderstatusid = osr.orderstatusid LEFT JOIN prod_homecare_insite_directory.leadorder AS lo ON ...","select * from ( WITH CTE AS ( SELECT DISTINCT ci.ProviderID ,ci.companyid ,ci.companyname ,ci.accountid ,a.accountname ,CASE WHEN a.accountid =10435 THEN 'CPA' ELSE 'CPL' END as ContractType ,lo.leadorderid ,lo.monthlymax as AccountMonthlyMax ,osr.OrderStatus ,a.OrderStatus as OrderCode ,osr.OrderSt ..."
390,"WITH cte AS (SELECT hmcr.hmcrequestid, hmcr.hmcprospectid, postalcode, CASE WHEN hmcr.customflow = ? THEN ? ELSE ? END AS funnel, hmcr.createdate, hmcr.requeststatusid, hmcr.requeststatuscode, CASE WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.url LIKE ? OR hmcr.url LIKE ? OR hmcr.url LIKE ? THEN ? WHEN hmcr.url LIKE ? OR hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) OR hmcr.url LIK ...","select * from ( WITH CTE2 AS ( WITH CTE1 AS ( WITH CTE AS ( SELECT hmcr.hmcrequestid ,hmcr.hmcprospectid ,postalcode ,CASE WHEN hmcr.customflow = 1 THEN 'NFE' ELSE 'OFE' END as Funnel ,hmcr.createdate ,HMCR.RequestStatusId ,hmcr.requeststatuscode ,CASE WHEN hmcr.affiliateid =140 then ""Grace"" WHEN hm ..."
387,"WITH cte AS (SELECT hmcr.hmcrequestid, hmcr.hmcprospectid, postalcode, CASE WHEN hmcr.customflow = ? THEN ? ELSE ? END AS funnel, hmcr.createdate, hmcr.requeststatusid, hmcr.requeststatuscode, CASE WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.url LIKE ? OR hmcr.url LIKE ? OR hmcr.url LIKE ? THEN ? WHEN hmcr.url LIKE ? OR hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) OR hmcr.url LIK ...","select `Time`, `SLRl`, `hmcrequestid`, `Funnel`, `createdate`, `RequestStatusId`, `AdjChannel`, `ScreeningDate`, `userid`, `outcomeid`, `ISDJ`, `DJStep`, `DJType`, `SourceP` from ( WITH CTE2 AS ( WITH CTE1 AS ( WITH CTE AS ( SELECT hmcr.hmcrequestid ,hmcr.hmcprospectid ,postalcode ,CASE WHEN hmcr.cu ..."
385,"SELECT orderid, htmonthlysent, orderstatusreasonnote, minimumfee, costperlead, modifiedon, highpriority, autorenew, pausedon, isprefundedpackage, prepaidtotal, htmonthlycap, modifiedby, dmorderid, costperhtlead, name, monthlysent, postalmatch, sysstarttime, totalsent, billingtypeid, orderstatussubreasontypeid, sfrecordid, createdon, confirmationmailsent, activationdate, monthlycap, proximitymatch, packagecostperlead, packagetotalcap, parentsfaccountrecordid, sysendtime, orderstatusreasontypeid, createdby, monthlyavailable, accountid, rate, matchrulesetid, totalavailable, prepaidautorenew, prox ...","select `orderid`, `htmonthlysent`, `orderstatusreasonnote`, `minimumfee`, `costperlead`, `modifiedon`, `highpriority`, `autorenew`, `pausedon`, `isprefundedpackage`, `prepaidtotal`, `htmonthlycap`, `modifiedby`, `dmorderid`, `costperhtlead`, `name`, `monthlysent`, `postalmatch`, `sysstarttime`, `tot ..."
376,"WITH cte AS (SELECT hmcr.hmcrequestid, hmcr.hmcprospectid, postalcode, CASE WHEN hmcr.customflow = ? THEN ? ELSE ? END AS funnel, hmcr.createdate, hmcr.requeststatusid, hmcr.requeststatuscode, CASE WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.url LIKE ? OR hmcr.url LIKE ? OR hmcr.url LIKE ? THEN ? WHEN hmcr.url LIKE ? OR hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) OR hmcr.url LIK ...","select * from ( WITH CTE2 AS ( WITH CTE1 AS ( WITH CTE AS ( SELECT hmcr.hmcrequestid ,hmcr.hmcprospectid ,postalcode ,CASE WHEN hmcr.customflow = 1 THEN 'NFE' ELSE 'OFE' END as Funnel ,hmcr.createdate ,HMCR.RequestStatusId ,hmcr.requeststatuscode ,CASE WHEN hmcr.affiliateid =140 then ""Grace"" WHEN hm ..."
336,"WITH cte AS (SELECT hmcr.hmcrequestid, hmcr.hmcprospectid, postalcode, CASE WHEN hmcr.customflow = ? THEN ? ELSE ? END AS funnel, hmcr.createdate, hmcr.requeststatusid, hmcr.requeststatuscode, CASE WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.url LIKE ? OR hmcr.url LIKE ? OR hmcr.url LIKE ? THEN ? WHEN hmcr.url LIKE ? OR hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) OR hmcr.url LIK ...","select `SLRl`, `hmcrequestid`, `Funnel`, `createdate`, `RequestStatusId`, `AdjChannel`, `ScreeningDate`, `userid`, `outcomeid`, `ISDJ`, `DJStep`, `DJType`, `SourceP`, `C1`, `C2`, `C2` - `C1` as `C3` from ( select `SLRl`, `hmcrequestid`, `Funnel`, `createdate`, `RequestStatusId`, `AdjChannel`, `Scree ..."
310,"SELECT * FROM (SELECT cph.providerid, cph.orderid, cph.orderstatus, cph.contracttype, CASE WHEN cph.monthlycap IS NULL THEN ? ELSE cph.monthlycap END AS monthlycap, DATE_FORMAT(cph.date, ?) AS month FROM main.prod_homecare_acreporting_reporting.cartproviderhistory AS cph JOIN main.prod_homecare_actransactional_organization.provider AS p ON p.providerid = cph.providerid WHERE p.providerorganizationid = ? AND (cph.date = LAST_DAY(cph.date) OR cph.date = CAST(CURRENT_TIMESTAMP() AS DATE)) AND cph.date >= ? AND cph.contracttype IN (?)) AS _ WHERE ? = ?","select * from ( Select cph.providerid ,cph.orderid ,cph.orderstatus ,cph.contracttype ,CASE WHEN cph.monthlycap is null then ""Unlimited"" else cph.monthlycap end MonthlyCap ,date_format(cph.date, ""yyyyMM"") Month FROM main.prod_homecare_acreporting_reporting.cartproviderhistory cph JOIN main.prod_home ..."
309,"SELECT * FROM (SELECT p.providerid, p.name AS providername, a.hmc_franchise_number_c AS franchisenumber, a.hmc_alternate_account_phone_1_c AS alternatephone1, a.hmc_alternate_account_phone_2_c AS alternatephone2 FROM main.prod_homecare_actransactional_organization.provider AS p LEFT JOIN main.community_salesforce.account AS a ON a.hmc_cart_provider_id_c = p.providerid WHERE p.providerorganizationid = ?) AS _ WHERE ? = ?","select * from ( Select p.providerid ,p.name ProviderName ,a.hmc_franchise_number_c FranchiseNumber ,a.hmc_alternate_account_phone_1_c AlternatePhone1 ,a.hmc_alternate_account_phone_2_c AlternatePhone2 FROM main.prod_homecare_actransactional_organization.provider p LEFT JOIN main.community_salesforce ..."
306,"SELECT cph.providerid, cph.orderid, cph.orderstatus, cph.contracttype, CASE WHEN cph.monthlycap IS NULL THEN ? ELSE cph.monthlycap END AS monthlycap, DATE_FORMAT(cph.date, ?) AS month FROM main.prod_homecare_acreporting_reporting.cartproviderhistory AS cph JOIN main.prod_homecare_actransactional_organization.provider AS p ON p.providerid = cph.providerid WHERE p.providerorganizationid = ? AND (cph.date = LAST_DAY(cph.date) OR cph.date = CAST(CURRENT_TIMESTAMP() AS DATE)) AND cph.date >= ? AND cph.contracttype IN (?)","select `providerid`, `orderid`, `orderstatus`, `contracttype`, `MonthlyCap`, `Month` from ( Select cph.providerid ,cph.orderid ,cph.orderstatus ,cph.contracttype ,CASE WHEN cph.monthlycap is null then ""Unlimited"" else cph.monthlycap end MonthlyCap ,date_format(cph.date, ""MM-yyyy"") Month FROM main.pr ..."
305,"SELECT p.providerid, p.name AS providername, a.hmc_franchise_number_c AS franchisenumber, a.hmc_alternate_account_phone_1_c AS alternatephone1, a.hmc_alternate_account_phone_2_c AS alternatephone2 FROM main.prod_homecare_actransactional_organization.provider AS p LEFT JOIN main.community_salesforce.account AS a ON a.hmc_cart_provider_id_c = p.providerid WHERE p.providerorganizationid = ?","select `providerid`, `ProviderName`, `FranchiseNumber`, `AlternatePhone1`, `AlternatePhone2` from ( Select p.providerid ,p.name ProviderName ,a.hmc_franchise_number_c FranchiseNumber ,a.hmc_alternate_account_phone_1_c AlternatePhone1 ,a.hmc_alternate_account_phone_2_c AlternatePhone2 FROM main.prod_ ..."
304,"SELECT dateid, date, dayofyear, dayofmonth, dayofweek, weekdayname, month, monthname, year, monthyearid, DATE_FORMAT(date, ?) AS datec FROM prod_homecare_acreporting_reporting.dimdate","select `DateID`, `Date`, `DayOfYear`, `DayOfMonth`, `DayOfWeek`, `WeekDayName`, `Month`, `MonthName`, `Year`, `MonthYearID`, `DateC`, concat(concat(`MonthName`, ' '), cast(`Year` as STRING)) as `C1` from ( SELECT DateID ,Date ,DayOfYear ,DayOfMonth ,DayOfWeek ,WeekDayName ,Month ,MonthName ,Year ,Mo ..."
303,"SELECT * FROM (SELECT dateid, date, dayofyear, dayofmonth, dayofweek, weekdayname, month, monthname, year, monthyearid, DATE_FORMAT(date, ?) AS datec FROM prod_homecare_acreporting_reporting.dimdate) AS _ WHERE ? = ?","select * from ( SELECT DateID ,Date ,DayOfYear ,DayOfMonth ,DayOfWeek ,WeekDayName ,Month ,MonthName ,Year ,MonthYearID ,date_format(date, ""MM-yyyy"") DateC FROM prod_homecare_acreporting_reporting.dimdate ) as `_` where 0 = 1"
297,"WITH cte AS (SELECT hmcr.hmcrequestid, ref.referralid, ref.providerid, CAST(ref.referredon AS DATE) AS referraldate, ref.returnapproved, ref.activatedon, CASE WHEN NOT ref.activatedon IS NULL THEN ? ELSE ? END AS activation FROM main.prod_homecare_insite_directory.hmcrequest AS hmcr JOIN main.prod_homecare_insite_directory.hmclead AS hmcl ON hmcl.hmcrequestid = hmcr.hmcrequestid JOIN main.prod_homecare_actransactional_homecare.referral AS ref ON ref.hmcleadid = hmcl.hmcleadid LEFT JOIN main.prod_homecare_actransactional_organization.provider AS p ON p.providerid = ref.providerid WHERE p.provid ...","select * from ( WITH CTE AS( Select hmcr.hmcrequestid ,ref.referralid ,ref.providerid ,date(ref.referredon) ReferralDate ,ref.returnapproved ,ref.activatedon ,case when ref.activatedon is not null then ""Yes"" else ""No"" end Activation FROM main.prod_homecare_insite_directory.hmcrequest hmcr JOIN main. ..."
295,"WITH cte AS (SELECT hmcr.hmcrequestid, ref.referralid, ref.providerid, CAST(ref.referredon AS DATE) AS referraldate, ref.returnapproved, ref.activatedon, CASE WHEN NOT ref.activatedon IS NULL THEN ? ELSE ? END AS activation FROM main.prod_homecare_insite_directory.hmcrequest AS hmcr JOIN main.prod_homecare_insite_directory.hmclead AS hmcl ON hmcl.hmcrequestid = hmcr.hmcrequestid JOIN main.prod_homecare_actransactional_homecare.referral AS ref ON ref.hmcleadid = hmcl.hmcleadid LEFT JOIN main.prod_homecare_actransactional_organization.provider AS p ON p.providerid = ref.providerid WHERE p.provid ...","select `HMCRequestID`, `Referralid`, `ProviderID`, `ReferralDate`, `ReturnApproved`, `ActivatedOn`, `Activation`, `MissedConversion` from ( WITH CTE AS( Select hmcr.hmcrequestid ,ref.referralid ,ref.providerid ,date(ref.referredon) ReferralDate ,ref.returnapproved ,ref.activatedon ,case when ref.act ..."
295,"SELECT * FROM (SELECT ref.referralid, ref.providerid, htr.hottransferresponseid, hr.name AS hottransferresponse, CAST(hottransferredon AS DATE) AS hottransferredon FROM main.prod_homecare_actransactional_homecare.referral AS ref LEFT JOIN main.prod_homecare_actransactional_organization.provider AS p ON p.providerid = ref.providerid LEFT JOIN main.prod_homecare_actransactional_homecare.hottransferresult AS htr ON htr.referralid = ref.referralid LEFT JOIN main.prod_homecare_actransactional_homecare.hottransferresponse AS hr ON hr.hottransferresponseid = htr.hottransferresponseid WHERE p.provider ...","select * from ( Select ref.referralid ,ref.providerid ,htr.hottransferresponseid ,hr.name HotTransferResponse ,date(hottransferredon) HotTransferredOn FROM main.prod_homecare_actransactional_homecare.referral ref LEFT JOIN main.prod_homecare_actransactional_organization.provider p on p.providerid =  ..."
294,"WITH cte AS (SELECT DISTINCT hmcr.hmcrequestid, hmcr.hmcprospectid, hmcr.postalcode, hmcr.affiliateid, hmcr.affiliateinquiryid, apfm.lt_form_submit_channel, CASE WHEN hmcr.customflow = ? THEN ? ELSE ? END AS flow, CASE WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.url LIKE ? OR hmcr.url LIKE ? OR hmcr.url LIKE ? THEN ? WHEN hmcr.url LIKE ? OR hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliatei ...","select * from ( WITH CTE3 AS (WITH CTE2 AS (WITH CTE AS (SELECT distinct hmcr.HMCRequestID ,hmcr.HMCProspectID ,hmcr.postalcode ,hmcr.affiliateid ,hmcr.affiliateinquiryid ,apfm.lt_form_submit_channel ,CASE WHEN hmcr.customflow =1 then 'NFE' ELSE 'OFE' END as Flow ,CASE WHEN hmcr.affiliateid in (140, ..."
293,"SELECT ref.referralid, ref.providerid, htr.hottransferresponseid, hr.name AS hottransferresponse, CAST(hottransferredon AS DATE) AS hottransferredon FROM main.prod_homecare_actransactional_homecare.referral AS ref LEFT JOIN main.prod_homecare_actransactional_organization.provider AS p ON p.providerid = ref.providerid LEFT JOIN main.prod_homecare_actransactional_homecare.hottransferresult AS htr ON htr.referralid = ref.referralid LEFT JOIN main.prod_homecare_actransactional_homecare.hottransferresponse AS hr ON hr.hottransferresponseid = htr.hottransferresponseid WHERE p.providerorganizationid  ...","select `referralid`, `providerid`, `hottransferresponseid`, `HotTransferResponse`, `HotTransferredOn` from ( Select ref.referralid ,ref.providerid ,htr.hottransferresponseid ,hr.name HotTransferResponse ,date(hottransferredon) HotTransferredOn FROM main.prod_homecare_actransactional_homecare.referra ..."
292,"WITH cte AS (SELECT sl.hmcrequestid, sl.processedon, sl.sub_status, ROW_NUMBER() OVER (PARTITION BY sr.hmcrequestid ORDER BY sr.hmcscreeningresultid DESC) AS rn, sr.outcomeid FROM prod_homecare_actransactional_import.slleadnstf AS sl LEFT JOIN main.prod_homecare_insite_directory.hmcscreeningresult AS sr ON sr.hmcrequestid = sl.hmcrequestid WHERE outcomeid <> ?) SELECT cte.hmcrequestid, cte.processedon, cte.sub_status, cte.outcomeid, hmcr.requeststatusid, CAST(hmcr.createdate AS DATE) AS requestcreatedate FROM cte LEFT JOIN main.prod_homecare_insite_directory.hmcrequest AS hmcr ON hmcr.hmcreque ...","select `hmcrequestid`, `processedon`, `sub_status`, `outcomeid`, `requeststatusid`, `RequestCreateDate` from ( WITH CTE AS ( select sl.hmcrequestid ,sl.processedon ,sl.sub_status ,ROW_NUMBER() OVER (PARTITION BY sr.hmcrequestid ORDER BY sr.hmcscreeningresultid desc) rn ,sr.outcomeid from prod_homeca ..."
292,"WITH cte AS (SELECT DISTINCT hmcr.hmcrequestid, hmcr.hmcprospectid, hmcr.postalcode, hmcr.affiliateid, hmcr.affiliateinquiryid, apfm.lt_form_submit_channel, CASE WHEN hmcr.customflow = ? THEN ? ELSE ? END AS flow, CASE WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.url LIKE ? OR hmcr.url LIKE ? OR hmcr.url LIKE ? THEN ? WHEN hmcr.url LIKE ? OR hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliatei ...","select `HMCRequestID`, `HMCProspectID`, `Flow`, `lastoutcomeid`, `affiliateID`, `Channel`, `IsDJ`, `DJStep`, `djstepid`, `DJType`, `Source`, `formname`, `TimeID`, `SiteSection`, `SEMForm`, `EmailType`, `RequestDateTime`, `RequestStatusID`, `Lead`, `LSTF`, `RL`, `CampaignID`, `CampaignName` from ( WI ..."
291,"WITH cte AS (SELECT DISTINCT hmcr.hmcrequestid, hmcr.hmcprospectid, hmcr.affiliateinquiryid, apfm.lt_form_submit_channel, CASE WHEN hmcr.customflow = ? THEN ? ELSE ? END AS flow, CASE WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.affiliateid IN (?) THEN ? WHEN hmcr.url LIKE ? OR hmcr.url LIKE ? OR hmcr.url LIKE ? THEN ? WHEN hmcr.url LIKE ? OR hmcr.affiliateid = ? THEN ? WHEN hmcr.affiliateid IN (?) OR hmcr.url LIKE ? OR hmcr.url LIKE ? THEN ? WHEN hmcr.affilia ...","select `HMCRequestID`, `Channel`, `Source`, `Lead`, `LSTF`, `RL` from ( WITH CTE AS (SELECT distinct hmcr.HMCRequestID ,hmcr.HMCProspectID ,hmcr.affiliateinquiryid ,apfm.lt_form_submit_channel ,CASE WHEN hmcr.customflow =1 then 'NFE' ELSE 'OFE' END as Flow ,CASE WHEN hmcr.affiliateid = 72 THEN 'APFM ..."
288,"SELECT orderid, htmonthlysent, orderstatusreasonnote, minimumfee, costperlead, modifiedon, highpriority, autorenew, pausedon, isprefundedpackage, prepaidtotal, htmonthlycap, modifiedby, dmorderid, costperhtlead, name, monthlysent, postalmatch, sysstarttime, totalsent, billingtypeid, orderstatussubreasontypeid, sfrecordid, createdon, confirmationmailsent, activationdate, monthlycap, proximitymatch, packagecostperlead, packagetotalcap, parentsfaccountrecordid, sysendtime, orderstatusreasontypeid, createdby, monthlyavailable, accountid, rate, matchrulesetid, totalavailable, prepaidautorenew, prox ...","select `orderid`, `htmonthlysent`, `orderstatusreasonnote`, `minimumfee`, `costperlead`, `modifiedon`, `highpriority`, `autorenew`, `pausedon`, `isprefundedpackage`, `prepaidtotal`, `htmonthlycap`, `modifiedby`, `dmorderid`, `costperhtlead`, `name`, `monthlysent`, `postalmatch`, `sysstarttime`, `tot ..."
283,"SELECT * FROM (SELECT p.providerid, p.name AS providername, a.hmc_franchise_number_c AS franchisenumber, a.hmc_alternate_account_phone_1_c AS alternativephone1, a.hmc_alternate_account_phone_2_c AS alternativephone2 FROM main.prod_homecare_actransactional_organization.provider AS p LEFT JOIN main.community_salesforce.account AS a ON a.hmc_cart_provider_id_c = p.providerid WHERE p.providerorganizationid = ?) AS _ WHERE ? = ?","select * from ( Select p.providerid ,p.name ProviderName ,a.hmc_franchise_number_c FranchiseNumber ,a.hmc_alternate_account_phone_1_c AlternativePhone1 ,a.hmc_alternate_account_phone_2_c AlternativePhone2 FROM main.prod_homecare_actransactional_organization.provider p LEFT JOIN main.community_salesf ..."
